"date","fruits_veggies","daily_stress","places_visited","core_circle","supporting_others","social_network","achievement","donation","bmi_range","todo_completed","flow","daily_steps","live_vision","sleep_hours","lost_vacation","daily_shouting","sufficient_income","personal_awards","time_for_passion","weekly_meditation","age","gender","work_life_balance_score"
"2018-08-08",5,3,7,7,1,10,5,1,1,9,2,5,1,7,0,1,2,8,0,1,"Less than 20","Female",679.2
"2018-08-08",3,3,4,8,7,10,7,1,1,8,7,10,5,7,2,3,2,10,7,5,"Less than 20","Male  ",721
"2018-08-08",3,4,3,3,2,10,2,0,1,7,1,7,5,7,0,2,2,1,2,1,"Less than 20","Female",643.9
"2018-08-08",3,5,2,10,4,8,2,0,1,3,2,5,4,7,0,4,2,4,2,2,"Less than 20","Female",643.5
"2018-08-08",4,4,0,1,0,8,0,0,2,0,2,6,0,7,6,0,2,0,1,1,"Less than 20","Male  ",580.8
"2018-08-08",5,3,2,7,3,10,6,3,1,8,4,5,1,9,0,1,2,8,1,3,"Less than 20","Female",693.2
"2018-08-08",5,3,4,6,0,9,4,2,1,3,3,5,2,7,0,2,1,0,7,5,"Less than 20","Male  ",650.3
"2018-08-08",2,4,3,5,1,10,5,0,1,5,2,5,1,7,0,1,2,7,1,7,"Less than 20","Male  ",655.4
"2018-08-08",2,1,8,8,2,9,2,0,1,4,2,4,1,7,0,1,2,2,3,1,"Less than 20","Female",655.2
"2018-08-08",0,5,0,0,0,0,0,0,2,0,0,10,0,2,10,10,1,0,0,0,"Less than 20","Male  ",499
"2018-08-08",3,2,6,6,5,7,8,3,1,7,6,6,3,8,3,3,2,6,4,5,"Less than 20","Male  ",698.3
"2018-08-09",1,5,0,1,0,10,1,0,1,1,0,7,0,7,0,1,1,0,0,10,"Less than 20","Female",594.6
"2018-08-09",4,0,5,8,7,9,5,0,2,7,2,7,4,6,0,1,1,2,7,9,"Less than 20","Male  ",674.3
"2018-08-09",5,3,10,3,3,10,4,1,1,7,1,10,3,8,5,1,2,8,2,2,"Less than 20","Female",685.5
"2018-08-09",5,0,2,5,5,10,2,2,1,3,0,10,10,8,0,6,2,2,1,3,"Less than 20","Male  ",682.1
"2018-08-09",2,3,8,10,10,10,2,1,1,5,2,3,1,7,0,2,2,5,1,2,"51 or more","Female",672
"2018-08-09",3,5,4,6,0,10,2,0,1,4,3,8,1,7,10,0,1,0,3,2,"Less than 20","Male  ",608.4
"2018-08-09",1,5,0,1,0,10,1,0,1,0,0,7,0,7,0,1,1,0,0,10,"Less than 20","Female",592.9
"2018-08-09",5,3,2,4,3,10,4,0,1,8,0,8,4,7,10,1,1,2,1,0,"Less than 20","Female",625.4
"2018-08-09",3,3,6,5,4,8,8,2,1,4,3,10,1,8,3,2,2,4,2,4,"Less than 20","Female",677
"2018-08-09",3,4,5,5,4,8,3,2,1,5,4,9,4,6,3,3,2,2,3,4,"Less than 20","Male  ",662.8
"2018-08-09",5,2,4,5,5,10,3,0,1,5,4,10,5,4,3,5,2,5,1,8,"Less than 20","Male  ",677.9
"2018-08-09",5,2,5,5,3,10,5,1,2,5,1,8,8,8,0,2,2,10,2,10,"Less than 20","Male  ",693.6
"2018-08-09",2,1,5,10,3,7,6,2,1,4,3,5,5,7,7,3,2,3,4,5,"Less than 20","Male  ",670.7
"2018-08-09",5,1,7,8,8,10,8,1,1,7,3,10,10,8,4,2,2,5,5,7,"Less than 20","Male  ",734.8
"2018-08-09",2,3,2,3,2,7,0,1,1,1,1,7,1,6,6,4,2,1,1,3,"Less than 20","Female",606.3
"2018-08-09",5,2,4,5,3,10,6,1,2,4,1,10,8,8,0,1,2,10,2,10,"21 to 35","Male  ",697.4
"2018-08-09",2,4,3,2,2,7,2,1,1,1,1,5,1,6,5,3,2,2,1,2,"Less than 20","Female",605.9
"2018-08-09",1,0,10,10,5,10,10,1,1,0,10,10,10,9,7,4,2,6,10,2,"Less than 20","Male  ",726.5
"2018-08-09",0,5,0,0,0,0,0,0,2,0,0,1,0,1,10,10,1,0,0,0,"51 or more","Male  ",480
"2018-08-09",3,1,5,10,2,10,6,2,2,3,0,3,5,7,0,8,1,8,2,6,"Less than 20","Female",643.1
"2018-08-09",3,1,4,1,2,4,7,0,1,5,1,7,1,7,0,6,2,4,4,7,"51 or more","Male  ",652.4
"2018-08-09",3,1,6,3,3,5,2,0,1,7,3,4,0,7,0,2,2,2,0,3,"21 to 35","Female",643.3
"2018-08-09",5,1,2,3,4,6,2,5,1,5,1,6,1,7,7,0,2,5,2,10,"51 or more","Male  ",674.3
"2018-08-09",2,1,10,3,1,3,3,2,1,8,1,5,2,7,10,2,2,2,2,6,"21 to 35","Female",643.5
"2018-08-09",1,1,1,5,1,2,1,0,1,2,1,3,2,7,1,7,2,2,2,2,"Less than 20","Female",602.3
"2018-08-09",3,4,2,5,10,10,7,5,1,3,2,9,2,7,4,0,2,10,8,2,"36 to 50","Female",702.1
"2018-08-09",5,1,10,10,10,10,10,5,1,10,5,10,10,8,0,0,2,10,3,10,"21 to 35","Male  ",792.6
"2018-08-10",0,2,4,3,3,10,6,0,2,4,2,7,5,6,4,6,1,3,2,4,"Less than 20","Female",606.3
"2018-08-10",3,5,2,5,10,10,1,5,2,1,0,1,2,10,0,3,2,10,1,3,"36 to 50","Female",646.7
"2018-08-10",2,3,7,6,3,10,7,1,1,8,7,7,3,6,4,4,2,10,5,5,"21 to 35","Female",693
"2018-08-10",4,4,5,4,5,5,4,2,1,4,4,5,5,7,5,5,2,5,5,4,"21 to 35","Female",658.8
"2018-08-10",4,2,8,5,6,8,3,2,1,2,1,4,3,8,6,2,1,3,4,5,"Less than 20","Male  ",648.6
"2018-08-10",3,3,1,0,0,1,0,2,2,1,0,3,0,10,0,0,1,1,0,10,"21 to 35","Male  ",582.5
"2018-08-10",3,1,7,3,2,5,2,1,1,8,6,3,5,9,0,1,2,1,1,4,"Less than 20","Male  ",667.3
"2018-08-10",5,0,10,8,10,10,5,5,1,10,2,8,5,8,0,4,2,6,10,7,"36 to 50","Female",759.9
"2018-08-10",2,5,10,0,10,10,1,3,1,9,6,10,4,7,0,0,2,5,1,5,"36 to 50","Female",697.2
"2018-08-10",5,4,7,10,4,7,5,1,2,8,3,7,3,7,0,0,2,10,4,5,"Less than 20","Male  ",689.8
"2018-08-11",4,1,8,6,4,3,1,5,1,7,2,4,3,7,0,0,2,4,4,10,"51 or more","Female",697.7
"2018-08-11",5,5,0,6,5,3,1,2,2,7,3,6,10,6,10,8,2,4,0,2,"51 or more","Female",612.9
"2018-08-11",5,3,5,5,4,10,2,5,1,7,1,4,5,8,0,3,2,10,1,5,"51 or more","Female",696.2
"2018-08-11",5,2,3,6,4,3,3,1,1,9,1,7,10,8,0,0,2,8,2,10,"51 or more","Male  ",703.6
"2018-08-11",5,2,3,4,4,4,2,1,1,9,1,7,9,8,0,0,2,9,1,10,"51 or more","Male  ",698.5
"2018-08-11",4,0,4,4,8,10,5,2,1,6,4,8,2,7,3,0,2,6,6,8,"Less than 20","Male  ",712.1
"2018-08-11",2,1,10,8,0,5,3,2,1,7,2,8,1,8,0,3,2,5,0,6,"Less than 20","Female",676.6
"2018-08-12",3,4,0,1,4,9,3,0,2,3,8,6,0,6,0,5,2,8,3,6,"51 or more","Female",631.6
"2018-08-12",2,1,5,3,0,2,0,0,1,7,1,8,0,7,0,1,2,4,0,5,"51 or more","Female",637.3
"2018-08-12",4,3,10,10,10,10,7,5,2,6,1,8,5,7,5,1,2,10,8,10,"51 or more","Male  ",730.8
"2018-08-12",5,4,5,5,10,5,2,2,2,6,5,5,3,7,0,1,1,5,5,5,"51 or more","Female",653.7
"2018-08-12",3,5,8,4,10,8,0,5,1,3,3,6,2,5,10,8,1,7,8,10,"51 or more","Female",651.8
"2018-08-12",2,5,2,5,10,10,7,2,2,6,1,2,7,7,2,4,2,5,2,5,"Less than 20","Female",649.7
"2018-08-12",4,2,10,7,8,8,7,2,1,7,6,3,5,8,0,3,2,7,6,7,"21 to 35","Female",723.2
"2018-08-12",1,2,5,10,6,5,3,1,1,10,3,10,10,7,4,5,2,5,8,5,"21 to 35","Male  ",697.2
"2018-08-12",5,0,5,4,10,6,5,5,1,6,5,10,10,7,0,0,2,10,4,10,"51 or more","Male  ",755
"2018-08-12",4,2,10,6,6,8,8,1,1,6,5,7,8,7,10,2,2,6,9,10,"36 to 50","Female",717
"2018-08-12",2,4,9,10,6,5,5,2,2,6,4,5,2,5,0,4,2,7,4,10,"51 or more","Female",672
"2018-08-12",2,2,3,1,2,4,0,3,2,10,7,3,5,7,3,1,2,2,0,1,"51 or more","Female",626.1
"2018-08-12",2,2,3,1,2,3,3,5,2,10,8,3,5,7,3,4,2,2,1,7,"51 or more","Female",644.8
"2018-08-12",2,2,9,4,4,8,6,1,1,6,2,7,3,8,0,3,2,5,4,6,"Less than 20","Female",684.9
"2018-08-12",4,4,1,8,5,10,2,0,1,7,4,2,6,8,2,2,2,0,4,8,"Less than 20","Male  ",666.9
"2018-08-12",5,3,4,4,4,6,0,0,1,2,1,3,1,6,10,5,1,0,0,3,"Less than 20","Female",585.1
"2018-08-12",4,3,10,10,7,10,5,1,1,8,1,8,0,7,0,1,1,10,3,3,"Less than 20","Female",691.7
"2018-08-12",4,4,5,5,5,10,4,0,1,7,3,7,3,6,6,8,1,3,4,3,"Less than 20","Female",633.5
"2018-08-12",3,3,4,5,3,10,4,1,1,6,2,4,4,7,6,6,2,10,2,3,"Less than 20","Female",655.2
"2018-08-12",4,3,3,8,7,9,7,1,1,9,5,6,6,8,0,4,2,7,5,6,"Less than 20","Female",710.2
"2018-08-12",4,2,3,4,8,10,5,4,1,7,4,8,0,7,10,3,1,4,3,4,"Less than 20","Female",659.4
"2018-08-12",5,3,7,3,2,10,1,3,1,5,0,9,0,8,0,10,2,0,1,5,"Less than 20","Female",651.3
"2018-08-12",4,4,10,5,10,10,2,4,1,10,1,10,10,7,10,1,1,10,2,4,"Less than 20","Male  ",697.2
"2018-08-12",5,5,8,9,4,10,5,4,2,4,3,6,2,6,10,4,2,7,3,2,"Less than 20","Female",653.7
"2018-08-12",5,2,3,5,1,10,3,1,1,3,2,8,4,7,0,1,1,5,2,10,"Less than 20","Male  ",666.2
"2018-08-12",5,2,10,10,9,4,10,5,1,10,3,10,9,8,0,2,2,10,4,9,"51 or more","Female",768.8
"2018-08-12",4,4,5,5,3,10,3,3,1,10,3,8,10,7,10,1,2,4,1,5,"Less than 20","Male  ",681.5
"2018-08-12",4,3,6,10,6,10,5,0,1,4,5,7,6,8,1,0,1,0,3,4,"Less than 20","Male  ",674.7
"2018-08-12",4,2,3,4,1,10,3,1,1,3,2,8,3,7,10,1,1,4,2,5,"Less than 20","Male  ",632.2
"2018-08-12",3,4,3,4,7,7,7,4,2,5,5,5,3,6,0,0,1,5,4,5,"51 or more","Female",651.8
"2018-08-12",2,5,2,3,7,10,6,3,1,6,2,4,0,8,8,3,1,2,1,3,"Less than 20","Female",619.7
"2018-08-12",5,0,0,2,1,1,5,2,2,10,1,2,0,9,10,1,2,5,8,10,"51 or more","Male  ",643.3
"2018-08-12",5,3,5,7,7,10,10,1,1,5,3,8,3,8,3,4,2,7,2,2,"Less than 20","Female",693.6
"2018-08-13",4,3,10,10,10,10,0,5,1,7,2,8,5,7,3,3,2,5,1,5,"51 or more","Female",710.4
"2018-08-13",5,3,3,5,10,6,9,3,1,2,1,7,10,8,0,1,1,10,4,7,"51 or more","Female",701.9
"2018-08-13",4,2,4,6,7,10,2,3,1,6,5,10,1,7,0,4,2,4,1,5,"36 to 50","Female",690.4
"2018-08-13",3,5,5,7,5,4,2,5,1,5,1,8,8,6,0,0,1,7,2,7,"51 or more","Female",671.1
"2018-08-13",4,2,3,3,4,1,6,2,1,5,3,4,5,7,0,1,2,10,4,7,"51 or more","Male  ",680.7
"2018-08-13",4,4,4,2,2,4,9,4,1,4,3,7,7,7,1,1,2,10,4,5,"Less than 20","Female",689.8
"2018-08-13",5,4,2,4,2,10,4,2,1,6,4,8,3,9,0,7,1,4,1,3,"Less than 20","Female",647.9
"2018-08-13",5,2,10,6,4,10,6,1,1,5,3,6,4,8,0,3,2,10,2,4,"Less than 20","Female",705.1
"2018-08-13",2,3,1,0,1,6,0,3,1,5,0,3,5,6,0,4,2,1,1,0,"Less than 20","Female",612.3
"2018-08-13",5,4,5,8,3,10,4,1,1,8,3,8,5,6,0,5,2,3,3,1,"Less than 20","Female",676.2
"2018-08-13",2,3,5,5,2,7,5,0,1,7,2,5,1,7,0,7,2,7,1,3,"Less than 20","Female",645.2
"2018-08-13",4,1,10,10,10,10,5,3,1,6,5,10,5,6,2,2,2,7,3,5,"Less than 20","Female",734.4
"2018-08-13",4,3,4,10,10,10,10,5,1,9,7,6,5,6,7,1,2,3,7,1,"Less than 20","Female",720
"2018-08-13",3,4,1,10,7,5,5,4,1,3,1,10,3,7,5,3,2,3,5,10,"Less than 20","Male  ",680.2
"2018-08-13",3,2,5,10,10,10,9,4,1,8,7,10,5,9,0,1,2,4,3,10,"Less than 20","Male  ",750.3
"2018-08-13",2,0,3,5,5,10,0,0,1,3,2,4,1,6,0,3,2,5,1,4,"Less than 20","Male  ",648.2
"2018-08-13",5,4,3,3,3,6,2,0,1,4,5,5,0,7,7,6,2,5,0,7,"Less than 20","Male  ",629.9
"2018-08-13",1,4,8,5,5,10,4,2,1,5,2,5,5,7,10,7,1,9,4,7,"Less than 20","Female",643.5
"2018-08-13",5,5,5,2,2,5,1,0,2,1,6,5,7,2,3,3,2,9,8,1,"Less than 20","Male  ",627.2
"2018-08-13",3,3,10,9,10,10,6,4,1,3,4,5,2,6,4,4,2,9,2,7,"Less than 20","Male  ",704.5
"2018-08-13",5,2,10,8,5,10,6,2,1,8,6,5,1,7,0,2,2,3,3,4,"Less than 20","Male  ",706.4
"2018-08-13",4,4,7,7,8,10,8,4,1,9,5,8,9,7,0,3,2,0,6,8,"Less than 20","Male  ",729.1
"2018-08-13",1,4,1,1,1,5,0,0,2,2,1,6,0,3,8,3,2,1,1,3,"Less than 20","Male  ",559.6
"2018-08-13",2,1,2,5,2,10,0,0,2,0,3,3,1,4,10,5,1,0,5,3,"Less than 20","Male  ",571.1
"2018-08-13",2,5,10,3,4,10,6,2,1,5,3,7,6,6,10,0,2,6,1,0,"Less than 20","Female",657.3
"2018-08-13",1,5,2,5,3,10,5,1,1,5,2,5,3,4,5,10,1,10,1,1,"Less than 20","Male  ",605.5
"2018-08-13",3,4,2,1,1,10,0,2,1,3,1,9,5,9,0,5,1,2,1,6,"Less than 20","Female",627.7
"2018-08-13",2,3,3,8,10,10,4,4,1,5,5,8,5,8,8,2,2,3,3,5,"Less than 20","Female",688.5
"2018-08-13",3,4,2,1,1,10,0,2,1,3,0,9,5,9,0,5,1,2,2,7,"Less than 20","Female",629.4
"2018-08-13",2,2,5,2,3,8,2,1,1,2,2,4,3,8,3,3,2,0,1,5,"Less than 20","Female",633.3
"2018-08-13",5,4,10,10,8,10,10,5,1,9,0,10,10,8,10,4,1,4,4,2,"Less than 20","Female",705.9
"2018-08-13",2,1,0,5,0,10,0,0,2,2,2,4,1,4,0,1,1,0,3,2,"Less than 20","Male  ",586.6
"2018-08-13",3,2,5,6,6,10,9,3,1,7,1,10,10,8,6,3,2,7,5,7,"Less than 20","Male  ",717.8
"2018-08-13",5,3,10,8,5,10,7,1,1,7,5,8,5,8,0,0,2,7,2,10,"Less than 20","Male  ",731
"2018-08-13",5,2,10,8,7,10,10,3,1,3,9,10,4,6,0,2,1,10,5,10,"Less than 20","Male  ",737.8
"2018-08-13",4,5,5,6,3,10,5,2,1,3,2,9,1,8,4,6,2,2,2,5,"Less than 20","Female",654.7
"2018-08-13",3,3,10,3,10,10,3,0,1,8,9,10,5,6,0,3,2,0,1,10,"Less than 20","Male  ",703.8
"2018-08-13",2,4,8,9,3,10,9,1,1,4,3,10,6,6,3,1,2,7,6,4,"Less than 20","Male  ",698.7
"2018-08-13",5,3,6,4,1,10,10,0,1,6,4,7,3,7,2,2,2,10,1,7,"Less than 20","Male  ",693.2
"2018-08-13",1,4,3,5,2,10,2,0,1,2,1,7,1,9,0,3,1,3,4,10,"Less than 20","Female",632.4
"2018-08-13",2,3,5,2,2,7,0,1,1,2,1,4,3,9,4,5,2,0,1,6,"Less than 20","Female",619.9
"2018-08-13",0,1,0,3,4,10,5,2,1,2,7,3,0,6,0,2,1,3,10,2,"Less than 20","Male  ",639.5
"2018-08-13",5,3,7,7,6,10,10,4,1,7,2,9,10,9,0,3,2,10,3,6,"Less than 20","Male  ",743.3
"2018-08-13",5,3,10,6,5,10,10,1,1,8,5,9,5,8,0,0,2,10,2,10,"Less than 20","Male  ",741.4
"2018-08-13",5,0,4,10,4,10,5,1,1,5,5,9,1,8,0,1,2,1,5,7,"Less than 20","Male  ",709.1
"2018-08-13",5,3,10,6,5,10,10,1,1,6,5,8,4,8,0,0,2,10,2,10,"Less than 20","Male  ",734.4
"2018-08-13",2,3,3,7,10,10,3,5,1,5,5,8,4,8,6,2,2,4,2,3,"Less than 20","Female",686.8
"2018-08-13",3,4,4,3,10,10,2,2,1,1,0,7,0,7,4,2,1,6,1,1,"Less than 20","Female",628.6
"2018-08-14",2,0,1,8,0,10,3,0,2,3,7,1,8,10,0,2,1,0,7,10,"Less than 20","Male  ",648.4
"2018-08-14",4,4,5,4,3,10,1,0,2,8,5,7,0,6,0,3,1,0,1,2,"Less than 20","Male  ",613.1
"2018-08-14",4,3,8,5,4,10,5,5,1,5,1,10,4,8,0,1,2,10,1,4,"Less than 20","Male  ",711
"2018-08-14",4,3,9,10,6,10,10,5,1,7,7,10,10,8,0,2,2,10,6,8,"21 to 35","Male  ",770.5
"2018-08-14",3,3,7,10,10,10,2,5,2,7,3,4,5,7,0,5,2,10,1,7,"36 to 50","Female",696
"2018-08-14",2,4,4,6,6,5,4,1,1,6,2,4,1,7,0,2,2,7,2,3,"21 to 35","Male  ",653.5
"2018-08-14",5,1,6,5,4,2,2,1,1,7,2,8,10,7,0,5,2,2,2,8,"36 to 50","Female",683.2
"2018-08-14",4,5,5,5,7,10,5,3,2,7,5,6,5,6,3,10,2,5,3,7,"21 to 35","Female",660.5
"2018-08-14",5,2,1,4,3,2,8,2,1,4,4,4,5,7,4,1,2,4,3,9,"51 or more","Male  ",670.5
"2018-08-14",5,3,8,3,2,2,0,0,2,3,1,1,3,6,10,10,1,2,1,0,"51 or more","Female",555.8
"2018-08-14",2,1,9,8,2,0,2,5,2,8,2,4,4,7,0,1,2,10,0,10,"51 or more","Male  ",677.3
"2018-08-14",2,3,5,10,3,5,3,2,1,8,2,2,10,7,0,1,2,10,2,10,"51 or more","Male  ",695.6
"2018-08-14",2,1,10,10,6,3,3,5,2,8,3,5,10,8,0,1,2,4,3,10,"51 or more","Female",706.6
"2018-08-14",5,3,10,2,4,7,10,5,2,7,1,8,5,7,0,2,2,10,3,10,"51 or more","Male  ",710.4
"2018-08-14",2,3,4,3,1,7,2,3,2,3,3,8,0,7,5,5,1,7,1,0,"36 to 50","Male  ",598.2
"2018-08-15",2,3,3,5,1,3,3,0,1,0,1,3,0,5,10,5,2,5,0,3,"21 to 35","Female",588.3
"2018-08-15",1,3,2,3,9,5,2,3,1,3,3,4,4,7,7,0,2,6,2,9,"21 to 35","Female",655.2
"2018-08-15",4,2,5,2,2,3,5,5,1,10,1,10,10,9,0,3,2,5,0,10,"51 or more","Female",706.1
"2018-08-15",4,2,6,6,3,7,4,5,1,6,2,5,0,8,10,4,2,8,4,5,"36 to 50","Female",672.6
"2018-08-15",5,2,3,9,6,1,4,5,1,10,8,8,2,7,0,1,2,4,4,10,"51 or more","Male  ",718.9
"2018-08-15",4,2,10,3,10,10,7,5,1,8,9,5,3,6,0,2,2,9,2,5,"51 or more","Female",731.7
"2018-08-15",3,1,7,5,5,4,5,2,1,9,7,9,5,8,0,1,1,3,7,10,"51 or more","Male  ",702.3
"2018-08-15",4,1,7,7,5,5,6,2,1,8,7,9,5,8,0,0,1,5,8,10,"51 or more","Male  ",717.6
"2018-08-15",3,1,2,7,10,5,5,3,2,2,8,3,5,6,0,0,2,9,6,10,"51 or more","Male  ",695.6
"2018-08-15",2,1,2,2,2,3,3,2,1,7,2,7,5,7,5,5,2,8,2,3,"21 to 35","Female",647.3
"2018-08-15",5,1,10,3,5,6,2,5,1,10,3,10,5,9,0,0,2,10,2,10,"51 or more","Male  ",740.1
"2018-08-15",2,3,4,4,4,3,6,4,2,5,1,7,4,8,0,5,1,10,2,9,"21 to 35","Female",645.8
"2018-08-15",2,0,10,5,2,4,8,1,2,10,6,3,0,8,0,1,2,10,4,10,"51 or more","Male  ",690.9
"2018-08-15",4,0,10,5,4,2,4,2,1,8,8,10,10,8,0,2,2,10,5,10,"51 or more","Female",741.6
"2018-08-16",1,1,10,5,5,10,5,3,1,8,3,10,5,8,0,2,2,5,2,10,"Less than 20","Male  ",717.8
"2018-08-16",5,2,7,10,6,6,4,4,2,8,8,6,6,6,5,1,2,7,7,7,"51 or more","Male  ",709.8
"2018-08-16",5,2,5,6,10,7,1,5,1,7,2,10,6,7,10,10,1,6,5,10,"36 to 50","Male  ",680.2
"2018-08-16",4,2,7,2,1,5,2,5,2,4,1,5,3,7,0,2,2,2,2,7,"51 or more","Female",648.6
"2018-08-16",3,3,10,1,8,6,7,0,1,8,5,3,4,6,0,0,2,5,3,2,"21 to 35","Male  ",678.6
"2018-08-16",5,3,5,6,2,1,2,5,2,0,0,4,0,6,8,1,1,8,0,10,"51 or more","Male  ",612.5
"2018-08-16",4,2,4,4,5,3,2,5,1,5,0,10,0,5,0,0,2,3,2,10,"51 or more","Female",678.1
"2018-08-16",3,1,7,4,10,6,5,5,2,7,4,2,10,8,5,1,2,3,2,8,"51 or more","Female",689
"2018-08-16",3,1,6,4,2,3,4,2,1,4,4,7,1,9,0,1,2,3,5,4,"51 or more","Female",671.5
"2018-08-17",3,5,7,5,2,10,2,3,2,8,1,7,3,7,0,1,2,10,1,5,"36 to 50","Male  ",664.3
"2018-08-17",3,4,6,6,4,4,1,3,1,3,0,9,5,7,6,7,2,10,1,4,"Less than 20","Female",651.1
"2018-08-17",2,2,10,6,7,5,2,3,2,4,3,5,5,6,7,4,2,3,5,5,"36 to 50","Male  ",650.1
"2018-08-17",0,2,4,4,1,5,0,0,2,5,3,2,0,3,5,10,2,6,0,0,"21 to 35","Male  ",569
"2018-08-17",2,2,3,10,3,9,2,2,2,5,4,1,6,4,5,2,1,3,1,7,"21 to 35","Female",621.7
"2018-08-17",5,4,8,5,5,10,4,5,1,10,3,10,3,6,10,1,2,10,3,10,"51 or more","Female",714
"2018-08-17",5,2,3,4,3,2,6,3,2,5,6,5,7,7,0,0,2,5,7,9,"51 or more","Male  ",684.3
"2018-08-17",4,1,10,4,7,2,2,5,2,7,4,2,5,7,0,1,2,4,6,7,"51 or more","Female",685.4
"2018-08-17",2,2,4,3,10,3,2,5,2,7,3,5,0,5,0,1,2,10,3,10,"51 or more","Female",672
"2018-08-18",5,5,5,6,2,5,5,2,1,5,3,3,10,8,0,5,2,10,3,4,"51 or more","Female",679
"2018-08-18",4,3,10,7,10,10,7,5,1,10,5,3,10,9,4,1,2,10,6,8,"21 to 35","Male  ",754
"2018-08-18",4,1,5,9,6,3,9,5,2,5,7,2,1,8,0,1,1,8,8,10,"21 to 35","Female",692.4
"2018-08-18",5,3,10,10,4,10,2,5,1,8,3,7,0,7,10,10,2,10,1,10,"21 to 35","Male  ",693.2
"2018-08-18",5,3,10,5,5,2,0,5,2,8,2,7,0,9,10,10,2,0,0,10,"51 or more","Female",635.8
"2018-08-18",4,2,10,5,8,6,6,5,1,9,3,5,5,8,0,0,2,10,6,3,"51 or more","Male  ",730.4
"2018-08-18",1,1,10,10,10,4,1,4,1,5,1,5,10,7,0,1,2,3,0,10,"51 or more","Female",704.7
"2018-08-18",2,3,3,5,5,6,2,1,1,5,1,5,1,8,10,6,1,6,1,4,"21 to 35","Male  ",608
"2018-08-18",5,2,3,3,1,4,2,1,1,8,3,5,1,7,0,1,2,5,0,10,"21 to 35","Female",663.9
"2018-08-18",5,1,10,3,4,10,3,0,2,3,3,10,10,8,0,5,2,5,4,7,"36 to 50","Male  ",688.9
"2018-08-19",4,3,10,10,8,10,8,2,1,5,1,10,5,7,0,4,2,8,3,8,"36 to 50","Female",726.1
"2018-08-19",3,3,3,3,10,4,0,2,2,8,3,5,0,6,10,5,1,2,0,10,"51 or more","Male  ",602.5
"2018-08-19",3,1,7,10,6,8,6,3,1,6,6,8,10,5,5,3,2,8,4,10,"21 to 35","Male  ",727
"2018-08-19",3,1,6,8,8,8,7,3,1,7,6,8,10,5,5,3,2,7,6,10,"21 to 35","Male  ",730.4
"2018-08-19",3,1,10,10,2,7,4,2,1,10,5,4,10,9,0,0,2,5,5,10,"51 or more","Male  ",732.1
"2018-08-19",5,0,5,10,6,5,5,5,1,10,6,10,5,8,0,1,2,10,6,10,"51 or more","Female",760.3
"2018-08-19",3,3,2,3,3,4,4,0,1,7,3,8,3,7,9,6,2,5,1,4,"21 to 35","Male  ",630.5
"2018-08-19",4,1,10,3,7,5,3,1,1,6,2,9,2,6,1,4,2,5,5,2,"21 to 35","Female",679.8
"2018-08-20",2,4,7,0,1,6,1,2,1,4,2,6,4,7,6,7,2,4,1,6,"36 to 50","Male  ",625
"2018-08-20",5,0,6,5,6,4,5,1,1,1,10,5,10,10,0,0,1,8,10,10,"51 or more","Female",720.6
"2018-08-20",2,1,5,3,4,5,0,1,1,5,1,4,1,8,0,2,1,1,1,4,"21 to 35","Female",621.4
"2018-08-20",3,3,10,2,3,2,5,0,2,7,2,8,1,8,0,4,1,8,1,10,"21 to 35","Male  ",637.5
"2018-08-20",4,1,10,4,5,3,2,2,2,10,1,4,2,7,10,1,2,3,5,8,"21 to 35","Female",653.5
"2018-08-20",5,4,3,1,10,8,3,1,1,10,6,7,3,6,0,0,2,4,8,3,"51 or more","Female",693
"2018-08-20",3,3,5,4,1,4,4,1,1,5,3,4,10,7,0,3,2,5,1,8,"51 or more","Male  ",665.4
"2018-08-20",4,3,10,7,10,10,4,5,2,5,5,10,5,7,0,3,2,8,4,6,"51 or more","Female",717.6
"2018-08-20",4,2,2,10,10,4,10,5,1,8,5,4,5,7,0,0,2,10,5,5,"51 or more","Male  ",731.7
"2018-08-20",5,1,10,7,3,3,7,5,2,8,8,4,3,9,0,0,2,6,7,10,"51 or more","Female",721.9
"2018-08-20",5,2,4,3,2,3,5,2,2,8,3,7,5,7,0,3,2,10,1,10,"36 to 50","Male  ",674.5
"2018-08-21",4,2,10,10,5,5,3,4,2,6,4,4,3,8,0,1,2,10,2,5,"51 or more","Female",692.8
"2018-08-21",3,2,10,5,5,5,10,5,1,9,4,10,5,7,0,1,2,5,4,10,"36 to 50","Female",734.6
"2018-08-21",3,2,10,5,5,5,5,5,1,9,4,10,5,7,0,1,2,5,4,10,"36 to 50","Female",726.1
"2018-08-21",4,3,8,8,6,4,8,1,1,9,6,10,5,7,0,1,2,10,6,6,"36 to 50","Female",727.8
"2018-08-21",2,5,2,3,3,10,0,3,1,10,0,3,2,6,10,3,1,2,1,1,"21 to 35","Male  ",597
"2018-08-21",1,4,2,8,5,10,7,4,2,4,3,6,2,6,0,4,2,7,2,2,"21 to 35","Female",652
"2018-08-21",4,2,1,3,6,10,10,1,1,9,10,8,4,7,2,1,2,10,3,3,"21 to 35","Female",712.1
"2018-08-21",2,2,3,7,7,8,3,5,2,5,4,5,5,8,5,3,2,2,8,5,"51 or more","Female",669.2
"2018-08-21",3,3,10,3,4,4,10,3,2,7,2,7,5,8,0,6,2,10,3,10,"21 to 35","Female",688.3
"2018-08-21",1,3,1,3,1,1,0,0,1,0,0,2,1,9,0,10,2,2,0,10,"Less than 20","Male  ",590.6
